Phase,AgentID,Starting Room Name,Starting Node,Room Name,Path,Agent Type,Environmental Preference,Circulation Preference,Spatial Preference,Target Normalized Degree Centrality,Target Normalized Closeness Centrality,Target Normalized Betweenness Centrality,Target Normalized PageRank,Target Normalized Clustering,Target Normalized Core Number,Target Normalized Circulation Index,Target Normalized Occupancy,Target Normalized Isovist Area,Target Normalized Perimeter,Target Normalized Compactness,Target Normalized Circularity,Target Normalized Convex Deficiency,Target Normalized Occlusivity,Target Normalized Skewness,Target Normalized Dispersion,Target Normalized Elongation,Target Normalized Incident Radiation,Target Normalized Sunlight Hours,Target Normalized Daylight Factor,Target Normalized Standard Effective Temperature,Target Normalized Predicted Mean Vote,Target Normalized Comfort Acceptance,Target Normalized Subject Condition,Toilet Break Interval,Cafe Break Intervals,Environmental Average,Circulation Average,Spatial Average,Dominant Preference,Target Node Index,Target Node Name
2,67,PATIENT UNIT CORRIDOR,252,CLASSROOM,,Student,0.3821656050955413,0.10828025477707,0.5095541401273885,0.65,0.97,0.84,0.45,0.24,0.51,0.44,0.66,0.31,0.4,0.14,0.34,0.54,0.38,0.35,0.28,0.78,0.44,0.87,0.32,0.41,0.47,0.49,0.78,0.81,0.44,0.54,0.5857,0.3425,Spatial Preference,600,PUBLIC CORR.
2,68,SEMINAR,108,RESEARCH,,Student,0.3057851239669421,0.2148760330578512,0.4793388429752065,0.89,0.24,0.34,0.25,0.74,0.56,0.21,0.64,0.73,0.85,0.26,0.57,0.1,0.65,0.09,0.78,0.82,0.85,0.04,0.02,0.28,0.82,0.53,0.53,0.15,0.95,0.4386,0.4614,0.5038,Spatial Preference,268,SEMINAR
2,69,EAST ATRIUM,158,COLLAB,,Student,0.58125,0.2875,0.1312499999999999,0.69,0.35,0.69,0.19,0.1,0.5,0.9,0.67,0.4,0.57,0.38,0.18,0.88,0.91,0.66,0.91,0.19,0.71,0.67,0.38,0.07,0.74,0.29,0.27,0.79,0.97,0.4471,0.4886,0.6113,Environmental Preference,25,HK STORAGE
2,70,PUBLIC CORR.,405,COLLAB,,Student,0.1027397260273972,0.589041095890411,0.3082191780821918,0.4,0.39,0.26,0.68,0.44,0.47,0.8,0.51,0.77,0.77,0.5,0.8,0.93,0.46,0.22,0.48,0.82,0.43,0.86,0.33,0.72,0.89,0.58,0.04,0.05,0.74,0.55,0.4914,0.6162,Circulation Preference,400,ADMIN CORR.
2,71,EAST ATRIUM,252,CLASSROOM,,Student,0.0697674418604651,0.436046511627907,0.4941860465116279,0.75,0.6,0.72,0.55,0.35,0.76,0.65,0.6,0.05,0.17,0.62,0.87,0.76,0.51,0.29,0.6,0.74,0.13,0.52,0.6,0.73,0.01,0.99,0.5,0.47,0.72,0.4971,0.6257,0.4838,Spatial Preference,605,STAIR 02
2,72,EAST ATRIUM,84,CLASSROOM (30),,Student,0.2745098039215686,0.4166666666666666,0.3088235294117647,0.84,0.26,0.03,0.51,0.8,0.6,0.08,0.3,0.71,0.81,0.2,0.91,0.81,0.67,0.94,0.65,0.21,0.44,0.96,0.43,0.68,0.83,0.06,0.72,0.11,0.49,0.5886,0.4457,0.7125,Circulation Preference,619,ADMIN CORR.
2,73,AUDITORIUM,1,AUDITORIUM,,Student,0.5080213903743316,0.3689839572192513,0.1229946524064171,0.84,0.32,0.41,0.63,0.64,0.88,0.34,0.55,0.42,0.06,0.0,0.15,0.91,0.35,0.5,0.89,0.48,0.39,0.24,0.15,0.79,0.92,0.24,0.99,0.61,0.06,0.5314,0.58,0.41,Environmental Preference,140,SEMINAR
2,74,STAIR 04,431,COLLAB HUB,,Student,0.2678571428571428,0.1071428571428571,0.625,0.08,0.53,0.49,0.18,0.26,0.67,0.71,0.38,0.14,0.55,0.41,0.39,0.43,0.26,0.81,0.48,0.22,0.16,0.02,0.74,0.6,0.4,0.79,0.83,0.72,0.29,0.5057,0.4171,0.4338,Spatial Preference,435,WORKROOM / STORAGE
2,75,AUDITORIUM,419,SKILLS LAB STORAGE,,Student,0.1393442622950819,0.3278688524590163,0.5327868852459016,0.15,0.98,0.83,0.84,0.19,0.26,0.13,0.97,0.66,0.71,0.49,0.76,0.81,0.13,0.01,0.55,0.44,0.21,0.74,0.19,0.76,0.47,0.87,0.52,0.67,0.67,0.5371,0.4829,0.515,Spatial Preference,9,BUILDING LOBBY
2,76,EAST ATRIUM,260,RESEARCH,,Student,0.304,0.552,0.144,0.98,0.89,0.22,0.96,0.57,0.1,0.63,0.89,0.93,0.22,0.06,0.61,0.98,0.29,0.93,0.42,0.46,0.76,0.41,0.67,0.2,0.98,0.27,0.75,0.93,0.34,0.5771,0.6214,0.555,Circulation Preference,349,ADMIN CORR.
2,77,PUBLIC CORR.,228,COLLAB,,Student,0.3265306122448979,0.3632653061224489,0.310204081632653,0.72,0.05,0.52,0.07,0.14,0.71,0.04,0.71,0.37,0.57,0.91,0.28,0.66,0.82,0.64,0.05,0.98,0.87,0.35,0.5,0.98,0.81,0.12,0.42,0.43,0.22,0.5786,0.3214,0.5375,Circulation Preference,154,HUDDLE
2,78,EAST ATRIUM,252,CLASSROOM,,Student,0.1955555555555555,0.4177777777777777,0.3866666666666666,0.01,0.36,0.62,0.75,0.33,0.13,0.71,0.74,0.39,0.02,0.83,0.02,0.69,0.61,0.64,0.3,0.03,0.37,0.78,0.37,0.29,0.08,0.39,0.29,0.7,0.26,0.3671,0.4157,0.4375,Circulation Preference,380,PUBLIC (ENTRY)
2,79,WEST ATRIUM,166,HUDDLE,,Student,0.8488372093023255,0.0348837209302325,0.1162790697674418,0.59,0.49,0.83,0.42,0.81,0.45,0.23,0.12,0.55,0.95,0.5,0.35,0.34,0.75,0.51,0.08,0.25,0.47,0.81,0.96,0.18,0.47,0.1,0.44,0.95,0.65,0.49,0.5457,0.5038,Environmental Preference,53,EAST ATRIUM
2,80,EAST ATRIUM,227,COLLAB,,Student,0.3232323232323232,0.3232323232323232,0.3535353535353535,0.52,0.1,0.35,0.94,0.77,0.37,0.68,1.0,0.76,0.43,0.59,0.66,0.57,0.41,0.17,0.28,0.89,0.39,0.53,0.5,0.47,0.05,0.56,0.38,0.46,0.36,0.4114,0.5329,0.4838,Spatial Preference,605,STAIR 02
2,81,ADMIN CORR.,82,COMPUTER CLASSROOM,,Student,0.3361344537815126,0.5966386554621849,0.0672268907563025,0.18,0.92,0.42,0.91,0.18,0.36,0.61,0.26,0.11,0.58,0.52,0.14,0.08,0.44,0.81,0.53,0.96,0.72,0.05,0.72,0.81,0.38,0.76,0.57,0.46,0.06,0.5729,0.5114,0.4012,Circulation Preference,401,ADMIN CORR.
2,82,EAST ATRIUM,405,COLLAB,,Student,0.8625,0.1125,0.025,0.9,0.47,0.8,0.5,0.04,0.47,0.38,0.61,0.85,0.72,0.06,0.14,0.06,0.47,0.43,0.52,0.03,0.83,0.69,0.3,0.38,0.13,0.25,0.09,0.73,0.32,0.3814,0.5086,0.4062,Environmental Preference,25,HK STORAGE
2,83,EAST ATRIUM,154,HUDDLE,,Student,0.4129353233830846,0.472636815920398,0.1144278606965174,0.32,0.23,0.64,0.76,0.41,0.63,0.41,0.38,1.0,0.46,0.15,0.03,0.54,0.37,0.15,0.95,0.13,0.47,0.4,0.81,0.76,1.0,0.51,0.35,0.31,0.03,0.6143,0.4857,0.4562,Circulation Preference,514,ADMIN CORR.
2,84,AUDITORIUM,419,SKILLS LAB STORAGE,,Student,0.5116279069767443,0.2790697674418605,0.2093023255813953,0.26,0.1,0.56,0.24,0.15,0.81,0.06,0.96,0.62,0.95,0.74,0.91,0.82,0.11,0.29,0.71,0.87,0.11,0.29,0.61,0.97,0.39,0.63,0.27,0.5,0.94,0.4671,0.3114,0.6438,Environmental Preference,600,PUBLIC CORR.
2,85,ADMIN CORR.,490,COLLAB,,Student,0.4072164948453609,0.2061855670103093,0.3865979381443299,0.14,0.39,0.02,0.93,0.48,0.92,0.62,0.22,0.76,0.17,0.4,0.62,0.37,0.66,0.75,0.61,0.9,0.05,0.79,0.35,0.47,0.26,0.19,0.39,0.55,0.8,0.3571,0.5,0.5425,Environmental Preference,25,HK STORAGE
2,86,PUBLIC CORR.,125,RESEARCH,,Student,0.3333333333333333,0.1825396825396825,0.4841269841269841,0.16,0.32,0.11,0.51,0.99,0.88,0.52,0.48,0.35,0.42,0.95,0.79,0.87,0.39,0.53,0.26,0.23,0.7,0.68,0.52,0.9,0.63,0.97,0.24,0.62,0.7,0.6629,0.4986,0.57,Spatial Preference,9,BUILDING LOBBY
2,87,PUBLIC CORR.,429,HUDDLE,,Student,0.4363636363636364,0.5545454545454546,0.009090909090909,0.06,0.31,0.89,0.56,0.11,0.34,0.47,0.05,0.32,0.79,0.63,0.76,0.54,0.66,0.81,0.02,0.57,0.9,0.35,0.54,0.48,0.29,0.03,0.42,0.93,0.7,0.43,0.3914,0.5662,Circulation Preference,397,PUBLIC CORR.
2,88,EAST ATRIUM,227,COLLAB,,Student,0.195,0.5,0.305,0.56,0.13,0.1,0.83,0.1,0.03,0.18,0.03,0.66,0.7,0.42,0.91,0.3,0.69,0.72,0.51,0.68,0.24,0.86,0.61,0.56,0.58,0.66,0.91,0.95,0.97,0.6314,0.2757,0.6137,Circulation Preference,11,VESTIBULE
2,89,EXAM SUITE CORRIDOR,107,RESEARCH,,Student,0.044776119402985,0.1791044776119403,0.7761194029850746,0.3,0.94,0.3,0.21,0.63,0.66,0.5,0.46,0.75,0.58,0.04,0.52,0.51,0.96,0.91,0.22,0.56,0.7,0.01,0.08,0.59,0.51,0.5,0.41,0.46,0.08,0.4,0.5057,0.5612,Spatial Preference,9,BUILDING LOBBY
2,90,EAST ATRIUM,58,CLASSROOM STORAGE,,Student,0.2620689655172414,0.4344827586206897,0.3034482758620689,0.45,0.52,0.26,0.32,0.21,0.33,0.55,0.1,0.17,0.04,0.1,0.55,0.69,0.94,0.33,0.04,0.01,0.85,0.3,0.67,0.19,0.5,0.41,0.51,0.4,0.12,0.49,0.3771,0.3575,Circulation Preference,433,HUDDLE
2,91,PUBLIC CORR.,99,CLASSROOM,,Student,0.3851351351351351,0.222972972972973,0.3918918918918919,0.31,0.32,0.62,0.86,0.47,0.63,1.0,0.05,0.67,0.97,0.23,0.57,0.09,0.19,0.87,0.02,0.0,0.87,0.06,0.55,0.77,0.12,0.57,0.89,0.71,0.83,0.5471,0.6014,0.4512,Spatial Preference,11,VESTIBULE
2,92,PUBLIC CORR.,264,PEDIATRIC CLASS LAB,,Student,0.3114754098360655,0.3497267759562841,0.3387978142076502,0.41,0.86,0.68,0.07,0.23,0.52,0.82,0.69,0.8,0.24,0.71,0.21,0.57,0.89,0.33,0.53,0.09,0.91,0.09,0.42,0.03,0.62,0.14,0.11,0.88,0.56,0.3314,0.5129,0.535,Circulation Preference,401,ADMIN CORR.
2,93,PUBLIC (ENTRY),212,DIAGNOSTIC CLASS LAB STORAGE,,Student,0.3532934131736527,0.437125748502994,0.2095808383233532,0.87,0.45,0.44,0.11,0.14,0.7,0.58,0.76,0.41,0.31,0.93,0.62,0.06,0.96,0.75,0.93,0.93,0.58,0.64,0.6,0.39,0.57,0.56,0.51,0.91,0.59,0.55,0.47,0.6212,Circulation Preference,53,EAST ATRIUM
2,94,AUDITORIUM,419,SKILLS LAB STORAGE,,Student,0.4075829383886256,0.3270142180094786,0.2654028436018957,0.82,0.68,0.13,0.0,0.35,0.57,0.86,0.84,0.41,0.87,0.31,0.92,0.59,0.64,0.82,0.06,0.97,0.96,0.38,0.19,0.09,0.94,0.7,0.83,0.5,0.65,0.5843,0.4871,0.5775,Environmental Preference,583,EXAM SUITE CORRIDOR
2,95,EAST ATRIUM,107,RESEARCH,,Student,0.0404040404040404,0.5353535353535354,0.4242424242424242,0.7,0.31,0.86,0.2,0.18,0.7,0.81,0.79,0.59,0.31,0.8,0.84,0.93,0.15,0.44,0.16,0.98,0.08,0.38,0.51,0.09,0.34,0.68,0.25,0.21,0.1,0.3329,0.5371,0.5275,Circulation Preference,600,PUBLIC CORR.
2,96,EAST ATRIUM,253,CLASSROOM,,Student,0.3152173913043478,0.0434782608695652,0.6413043478260869,0.11,0.02,0.46,0.2,0.07,0.19,0.89,0.75,0.26,0.32,0.21,0.2,0.08,0.91,0.43,0.87,0.34,0.5,0.44,0.3,0.14,0.81,0.06,0.91,0.91,0.49,0.4514,0.2771,0.41,Spatial Preference,55,STAIR
2,97,STAIR 01,255,ANATOMY CLASS LAB,,Student,0.4491525423728813,0.0084745762711864,0.5423728813559321,0.99,0.51,0.8,0.63,0.7,0.92,0.15,0.32,0.49,0.77,0.81,0.41,0.6,0.67,0.41,0.34,0.39,0.34,0.54,0.63,0.21,0.1,0.15,0.27,0.0,0.28,0.32,0.6714,0.5625,Spatial Preference,9,BUILDING LOBBY
2,98,EAST ATRIUM,262,RESEARCH,,Student,0.2368421052631578,0.5394736842105263,0.2236842105263158,0.65,0.87,0.96,0.45,0.73,0.03,0.24,0.74,0.48,0.02,0.19,0.15,0.86,0.73,0.59,0.03,0.13,0.18,0.19,0.47,0.83,0.69,0.54,0.33,0.92,0.12,0.4614,0.5614,0.3812,Circulation Preference,600,PUBLIC CORR.
2,99,AUDITORIUM,430,HUDDLE,,Student,0.3216783216783216,0.5804195804195803,0.0979020979020979,0.23,0.35,0.09,0.59,0.4,0.17,0.51,0.23,0.77,0.63,0.69,0.75,0.52,0.18,0.56,0.09,0.72,0.51,0.71,0.42,0.52,0.09,1.0,0.66,0.17,0.83,0.5586,0.3343,0.5237,Circulation Preference,159,WORKROOM/STORAGE
2,100,STAIR,153,HUDDLE,,Student,0.3973214285714286,0.21875,0.3839285714285714,0.4,0.7,0.65,0.94,0.22,0.03,0.28,0.59,0.17,0.6,0.1,0.67,0.85,0.52,0.28,0.7,0.9,0.29,0.24,0.35,0.39,0.21,0.47,0.19,0.67,0.82,0.3057,0.46,0.4863,Environmental Preference,25,HK STORAGE
2,101,PUBLIC CORR.,38,CLASSROOM,,Student,0.4583333333333333,0.3541666666666667,0.1875,0.1,0.73,0.35,0.58,0.9,0.6,0.09,0.45,0.37,0.58,0.33,0.26,0.88,0.57,0.76,0.78,0.94,0.13,0.55,0.7,0.74,0.72,0.43,0.8,0.72,0.04,0.5814,0.4786,0.5662,Environmental Preference,583,EXAM SUITE CORRIDOR
2,102,PATIENT UNIT CORRIDOR,419,SKILLS LAB STORAGE,,Student,0.4999999999999999,0.4736842105263157,0.0263157894736842,0.78,0.04,0.93,0.73,0.65,0.41,0.26,0.91,0.5,0.68,0.64,0.6,0.03,0.4,0.98,0.68,0.21,0.41,0.41,0.19,0.51,0.69,0.47,0.21,0.04,0.75,0.4129,0.5429,0.5638,Environmental Preference,25,HK STORAGE
2,103,ADMIN CORR.,466,OPEN HUDDLE,,Student,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.27,0.81,0.73,0.78,0.22,0.76,0.33,0.98,0.86,0.13,0.04,0.14,0.48,0.53,0.68,0.15,0.73,0.95,0.82,0.71,0.38,0.6,0.44,0.81,0.66,0.85,0.6729,0.5571,0.3762,Environmental Preference,378,PUBLIC (STAIR)
2,104,AUDITORIUM,490,COLLAB,,Student,0.1024390243902439,0.4731707317073171,0.424390243902439,0.46,0.13,0.32,0.93,0.42,0.86,0.18,0.93,0.28,0.26,0.98,0.67,0.94,0.95,0.4,0.68,0.62,0.36,0.73,0.61,0.14,0.87,0.99,0.8,0.32,0.96,0.6429,0.4714,0.645,Circulation Preference,53,EAST ATRIUM
2,105,STAIR 04,253,CLASSROOM,,Student,0.4477611940298507,0.3731343283582089,0.1791044776119403,0.14,0.65,0.44,0.9,0.13,0.28,0.55,0.92,0.04,0.22,0.14,0.9,0.89,0.17,0.32,0.26,0.11,0.77,0.84,0.56,0.83,0.81,0.96,0.37,0.34,0.64,0.7343,0.4414,0.3675,Environmental Preference,441,PANTRY
2,106,EAST ATRIUM,405,COLLAB,,Student,0.7457627118644068,0.0932203389830508,0.1610169491525424,0.11,0.5,0.58,0.07,0.99,0.49,0.89,0.91,0.54,0.99,0.97,0.81,0.48,0.75,0.18,0.99,0.98,0.39,0.02,0.6,0.6,0.97,0.32,0.79,0.15,0.54,0.5271,0.5186,0.7138,Environmental Preference,140,SEMINAR
2,107,EAST ATRIUM,212,DIAGNOSTIC CLASS LAB STORAGE,,Student,0.1641791044776119,0.7313432835820897,0.1044776119402985,0.9,0.26,0.47,0.21,0.87,0.56,0.07,0.65,0.56,0.55,0.28,0.21,0.87,0.88,0.0,0.89,0.03,0.1,0.64,0.97,0.37,0.26,0.62,0.13,0.19,0.65,0.4414,0.4771,0.53,Circulation Preference,514,ADMIN CORR.
2,108,EAST ATRIUM,290,HUDDLE,,Student,0.0495049504950495,0.504950495049505,0.4455445544554455,0.83,0.18,0.68,0.64,0.09,0.63,0.01,0.44,0.84,0.83,0.43,0.38,0.23,0.08,0.83,0.39,0.37,0.4,0.41,0.87,0.38,0.39,0.28,0.98,0.26,0.77,0.53,0.4371,0.5012,Circulation Preference,619,ADMIN CORR.
2,109,SEMINAR,37,CLASSROOM,,Student,0.3056994818652849,0.4818652849740933,0.2124352331606217,0.81,0.65,0.53,0.94,0.99,0.85,0.01,0.08,0.96,0.48,0.86,0.56,0.95,0.7,0.17,0.71,0.17,0.13,0.57,0.74,0.96,0.55,0.7,0.67,0.8,0.79,0.6171,0.6829,0.6738,Circulation Preference,237,STORAGE
2,110,EAST ATRIUM,83,CLASSROOM (30),,Student,0.4337349397590361,0.0662650602409638,0.5,0.9,0.7,0.92,0.32,0.26,0.4,0.9,0.11,0.78,0.05,0.13,0.57,0.88,0.68,0.38,0.29,0.94,0.48,0.51,0.43,0.01,0.54,0.9,0.85,0.9,0.4,0.5314,0.6286,0.47,Spatial Preference,257,ANATOMY / SPEECH STORAGE
2,111,STUDENT COLLABORATION,466,OPEN HUDDLE,,Student,0.2090395480225988,0.327683615819209,0.463276836158192,0.19,0.17,0.09,0.28,0.37,0.35,0.93,0.6,0.76,0.86,0.36,0.06,0.31,0.07,0.62,0.81,0.69,0.53,0.14,0.06,0.16,0.54,0.26,0.64,0.53,0.41,0.3329,0.34,0.4812,Spatial Preference,181,STAIR 01
2,112,EAST ATRIUM,99,CLASSROOM,,Student,0.3650793650793651,0.0793650793650793,0.5555555555555555,0.57,0.19,0.72,0.06,0.89,0.93,0.05,0.2,0.31,0.73,0.61,0.63,0.16,0.18,0.61,0.76,0.17,0.94,0.81,0.33,0.84,0.94,0.04,0.5,0.09,0.48,0.6286,0.4871,0.4988,Spatial Preference,263,PEDIATRIC STORAGE
2,113,EAST ATRIUM,431,COLLAB HUB,,Student,0.4594594594594595,0.4864864864864864,0.054054054054054,0.64,0.47,0.86,0.88,0.4,0.97,0.87,0.47,0.76,0.21,0.98,0.57,0.02,0.36,0.93,0.94,0.23,0.85,0.09,0.06,0.79,0.35,0.36,0.49,0.51,0.96,0.4271,0.7271,0.5962,Circulation Preference,436,PUBLIC CORR
2,114,STAIR,78,DIAGNOSTIC CLASS LAB,,Student,0.3566433566433566,0.2657342657342657,0.3776223776223776,0.2,0.28,0.29,0.36,0.89,0.07,0.0,0.59,0.18,0.67,0.83,0.25,0.83,0.27,0.66,0.59,0.56,0.23,0.97,0.36,0.9,0.11,0.09,0.49,0.05,0.01,0.45,0.2986,0.535,Spatial Preference,9,BUILDING LOBBY
2,115,AUDITORIUM,431,COLLAB HUB,,Student,0.1121495327102803,0.7476635514018691,0.1401869158878504,0.7,0.53,0.35,0.46,0.64,0.59,0.34,0.6,0.12,0.74,0.37,0.88,0.37,0.28,0.19,0.89,0.92,0.06,0.1,0.14,0.76,0.83,0.25,0.84,0.54,0.09,0.4257,0.5157,0.48,Circulation Preference,234,ADMIN CORR.
2,116,WEST ATRIUM,249,CLASSROOM,,Student,0.3128491620111732,0.4636871508379888,0.223463687150838,0.2,0.49,0.84,0.14,0.49,0.63,0.26,0.48,0.14,0.59,0.25,0.68,0.96,0.14,0.7,0.11,0.22,0.26,0.38,0.04,0.09,0.37,0.35,0.45,0.05,0.41,0.2771,0.4357,0.4462,Circulation Preference,619,ADMIN CORR.
2,117,AUDITORIUM,250,ADL CLASS LAB,,Student,0.35625,0.44375,0.2,0.71,0.64,0.57,0.08,0.47,0.82,0.08,0.17,0.09,1.0,0.61,0.69,0.01,0.73,0.43,0.51,0.52,0.35,0.24,0.06,0.72,0.66,0.26,0.91,0.57,0.54,0.4571,0.4814,0.5088,Circulation Preference,514,ADMIN CORR.
2,118,PUBLIC CORR.,82,COMPUTER CLASSROOM,,Student,0.0572916666666666,0.5104166666666666,0.4322916666666667,0.46,0.76,0.9,0.07,0.79,0.8,0.69,0.87,0.52,0.57,0.47,0.31,0.1,0.46,0.89,0.47,0.95,0.05,0.15,0.01,0.42,0.96,0.43,0.16,0.02,0.19,0.3114,0.6386,0.4738,Circulation Preference,515,PUBLIC CORR.
2,119,ADMIN CORRIDOR,439,COLLAB HUB,,Student,0.296943231441048,0.4323144104803493,0.2707423580786026,0.61,0.77,0.2,0.98,0.37,0.93,0.07,0.98,0.86,0.4,0.11,0.25,0.72,0.3,0.99,0.09,0.11,0.95,0.43,0.67,0.89,0.85,0.48,0.02,0.71,1.0,0.6129,0.5614,0.465,Circulation Preference,600,PUBLIC CORR.
2,120,EAST ATRIUM,153,HUDDLE,,Student,0.6216216216216216,0.304054054054054,0.0743243243243243,0.04,0.19,0.07,0.99,0.24,0.91,0.62,0.89,0.26,0.48,0.01,0.27,0.59,0.79,0.71,0.2,0.23,0.48,0.84,0.94,0.34,0.54,0.23,0.22,0.81,0.4,0.5129,0.4371,0.4138,Environmental Preference,443,STAIR 01
2,121,PUBLIC CORR.,107,RESEARCH,,Student,0.6336633663366337,0.2772277227722772,0.0891089108910891,0.71,0.97,0.55,0.96,0.51,0.49,0.18,0.34,0.24,0.94,0.44,0.57,0.7,0.7,0.61,0.64,0.61,0.6,0.94,0.02,0.0,1.0,0.04,0.97,0.55,0.38,0.51,0.6243,0.605,Environmental Preference,445,STAIR 02
2,122,AUDITORIUM,249,CLASSROOM,,Student,0.4369369369369369,0.2792792792792793,0.2837837837837838,0.92,0.81,0.34,0.07,0.18,0.25,0.78,0.35,0.32,0.17,0.51,0.42,0.23,0.23,0.75,0.93,0.64,0.96,0.35,0.49,0.87,0.86,0.18,0.3,0.51,0.73,0.5729,0.4786,0.445,Environmental Preference,45,VESTIBULE
2,123,PUBLIC (STAIR),414,MAKERSPACE MEDIA LAB,,Student,0.4382022471910113,0.3370786516853933,0.2247191011235955,0.43,0.66,0.22,0.42,0.86,0.06,0.18,0.64,0.19,0.28,0.92,0.89,0.8,0.91,0.73,0.43,0.21,0.03,0.77,0.57,0.76,0.71,0.86,0.02,0.59,0.52,0.5314,0.4043,0.6438,Environmental Preference,140,SEMINAR
2,124,STAIR 02,83,CLASSROOM (30),,Student,0.3175675675675675,0.5,0.1824324324324324,0.28,0.97,0.9,0.79,0.87,0.88,0.6,0.26,0.98,0.75,0.01,0.65,0.79,0.91,0.82,0.63,0.69,0.86,0.33,0.35,0.59,0.35,0.36,0.39,0.06,0.59,0.4614,0.7557,0.6925,Circulation Preference,398,ADMIN CORR.
2,125,EAST ATRIUM,58,CLASSROOM STORAGE,,Student,0.1621621621621621,0.3891891891891891,0.4486486486486486,0.23,0.89,0.63,0.14,0.03,0.94,0.51,0.57,0.87,0.09,0.05,0.46,0.62,0.3,0.01,0.62,0.97,0.58,0.81,0.81,0.64,0.72,0.44,0.01,0.26,0.69,0.5729,0.4814,0.3775,Spatial Preference,62,CAFE STOR
2,126,BUILDING LOBBY,405,COLLAB,,Student,0.3962264150943396,0.3443396226415094,0.2594339622641509,0.42,0.39,0.6,0.55,0.72,0.18,0.7,0.57,0.51,0.89,0.12,0.85,0.2,0.76,0.32,0.06,0.93,0.24,0.69,0.86,0.88,0.22,0.55,0.12,0.91,0.15,0.5086,0.5086,0.4638,Environmental Preference,43,STAIR
2,127,PUBLIC CORR,166,HUDDLE,,Student,0.4646464646464647,0.4646464646464647,0.0707070707070707,0.92,0.91,0.54,0.08,0.52,0.27,0.27,0.19,0.72,0.66,0.92,0.03,0.26,0.72,0.77,0.64,0.35,0.39,0.28,0.82,0.51,0.41,0.4,0.38,0.96,0.95,0.4557,0.5014,0.59,Environmental Preference,229,PUBLIC CORR.
2,128,EXAM SUITE CORRIDOR,166,HUDDLE,,Student,0.3481481481481481,0.3851851851851852,0.2666666666666666,0.25,0.41,0.92,0.44,0.77,0.14,0.73,0.76,0.21,0.55,0.73,0.69,0.95,0.09,0.55,0.98,0.24,0.27,0.01,0.19,0.37,0.94,0.13,0.73,0.48,0.5,0.3771,0.5229,0.5938,Circulation Preference,234,ADMIN CORR.
2,129,AUDITORIUM,58,CLASSROOM STORAGE,,Student,0.4971428571428571,0.3371428571428571,0.1657142857142857,0.59,0.87,0.71,0.24,0.87,0.97,0.85,0.59,0.3,0.6,0.63,0.75,0.18,0.32,0.13,0.26,0.46,0.56,0.22,0.39,0.31,0.26,0.19,0.12,0.07,0.89,0.2929,0.7286,0.3962,Environmental Preference,25,HK STORAGE
2,130,ELEVATOR,249,CLASSROOM,,Student,0.6293103448275862,0.3620689655172414,0.0086206896551724,0.98,0.45,0.07,0.26,0.95,0.53,0.02,0.35,0.02,0.66,0.99,0.68,0.18,0.92,0.61,0.05,0.62,0.47,0.57,0.5,0.72,0.89,0.44,0.8,0.45,0.91,0.6271,0.4657,0.5138,Environmental Preference,490,HUDDLE
2,131,PUBLIC CORR.,83,CLASSROOM (30),,Student,0.1398963730569948,0.3834196891191709,0.4766839378238341,0.5,0.18,0.42,0.02,0.57,0.07,0.88,0.62,0.45,0.29,0.8,0.88,0.3,0.73,0.84,0.7,0.16,0.69,0.15,0.75,0.39,0.59,0.26,0.15,0.44,0.8,0.4257,0.3771,0.6238,Spatial Preference,9,BUILDING LOBBY
2,132,AUDITORIUM,419,SKILLS LAB STORAGE,,Student,0.1275510204081632,0.423469387755102,0.4489795918367347,0.74,0.83,0.62,0.64,0.14,0.08,0.95,0.36,0.59,0.51,0.09,0.96,0.29,0.94,0.93,0.72,0.98,0.26,0.89,0.82,0.05,0.72,0.31,0.91,0.39,0.34,0.5657,0.5714,0.6288,Spatial Preference,9,BUILDING LOBBY
2,133,EAST ATRIUM,264,PEDIATRIC CLASS LAB,,Student,0.4031413612565445,0.2356020942408377,0.3612565445026178,0.85,0.06,0.52,0.88,0.12,0.78,0.49,0.22,0.09,0.45,0.03,0.39,0.97,0.46,0.08,0.11,0.32,0.46,0.01,0.09,0.63,0.15,0.73,0.16,0.14,0.64,0.3186,0.5286,0.3225,Environmental Preference,25,HK STORAGE
2,134,EAST ATRIUM,166,HUDDLE,,Student,0.1176470588235294,0.4640522875816993,0.4183006535947713,0.56,0.31,0.02,0.81,0.21,0.92,0.02,0.97,0.35,0.87,0.3,0.31,0.65,0.72,0.1,0.95,0.4,0.67,0.67,0.19,0.02,0.91,0.21,0.89,0.98,0.47,0.5086,0.4071,0.5312,Circulation Preference,380,PUBLIC (ENTRY)
2,135,AUDITORIUM,80,CLASSROOM,,Student,0.4831460674157303,0.2752808988764045,0.2415730337078651,0.87,0.93,0.75,0.68,0.49,0.4,0.92,0.29,0.09,0.18,0.82,0.85,0.04,0.96,0.39,0.14,0.16,0.57,0.65,0.84,0.19,0.36,0.75,0.58,0.88,0.93,0.5629,0.72,0.4338,Environmental Preference,28,STUDENT COLLABORATION
2,136,STAIR,81,COMPUTER CLASSROOM,,Student,0.2677595628415301,0.5081967213114755,0.2240437158469945,0.94,0.54,0.65,0.9,0.99,0.16,0.81,0.66,0.95,0.83,0.23,0.11,0.68,0.21,0.46,0.93,0.34,0.7,0.75,0.34,0.51,0.15,0.78,0.97,0.42,0.99,0.6,0.7129,0.55,Circulation Preference,436,PUBLIC CORR
